0 ,7
000003,14
000010,-59
000014,42
000018,6
000024,49
000025,0
000027,34
000028,0
0000C7,10
0000R1,0
0000R3,1
0000R4,0
0000R5,1
00035Y,5
0004,296
000A10,2
000A15,4
000A17,3
000A19,3
000A25,0
000C2,7
000C7,4
000P2,1
000R5A,1
000V2,0
0010KG,3
00330G,0
00350G,5
00405G,4
00420G,0
00440,4
00441,3
00480G,3
004A01,0
00600,9
00660,0
00685A,0
007B,7
00830A,12
00931B,9
00A002,17
00A004,0
00A20,1
00A22,1
00A24,1
00A300,18
00A3011,1
00A309,5
00A31,1
00A52,1
00A56,0
00B1,1
00D18,3
00HA104,10
00P302,60
00PW59,6
00S107,29
00V4,10
030172057885,0
030172057892,1
030172058172,1
030172058189,1
030172058196,1
030172058219,1
030172058233,1
030172058240,1
030172058295,2
030172058301,1
030172058325,0
030172058332,0
030172058356,1
030172058363,2
030172058370,1
0671875796895,11
0671875796901,12
06923276020265,1
097612360608,10
097612361001,3
097612660104,1
1000202 ,68
100107 ,50
100132 ,10
100377 ,11
10101 ,737
10102 ,27
10103 ,19
10104 ,48
10105 ,64
10106 ,3
102 ,22
103 ,20
1038W,8
104 ,22
105 ,0
106 ,18
10838200787 ,1
10838200800 ,3
110 ,1
1130 ,0
1168630410602 ,7
1168630512092 ,10
1168630612242 ,7
1168638420078 ,133
1168638421907 ,23
1168638998690 ,2
1168638998799 ,5
1168638998904 ,16
1168638998997 ,3
1168920709058 ,30
1168920724051 ,6
1168920812093 ,8
122 ,0
125ML,24
12F1164,21
12F1165,22
12F1166,2
132 ,0
133 ,0
14 ,1
150017 ,21
1530 ,5
15456 ,28
16 ,4
168110302909 ,7
17 ,1
1721612020123 ,6
1722612020120 ,1
1723612020127 ,6
180ML,24
1B1171,0
1B1172,17
1B1173,40
1B1176,15
1B2101,3
1B2103,13
1B2104,30
1B2105,15
1C2007,43
1C2009,57
1C2011,58
1C2106,2
1C2107,21
1C2116,0
1C2117,21
1C2206,4
1C2207,0
1C2208,0
1C2211,23
1C2213,36
1C2215,21
1C2217,26
1C2302,19
1C2303,18
200001 ,9
