code,qty
3336021390729 ,0
3336021390750 ,0
3336021390781 ,0
3336021390798 ,0
3336021870402 ,0
3336021870426 ,3
3336022030242 ,0
3336022056235 ,0
3336022063653 ,1
3336022063714 ,9
3336022065442 ,1
3336022065459 ,0
3336022067248 ,6
3336022067255 ,0
3336022120172 ,0
3336022800173 ,0
3336022800180 ,0
3336022800197 ,0
3336022800203 ,0
3336023071763 ,1
3336023071770 ,0
3336023071787 ,0
3336023071800 ,0
3336023071817 ,0
3336023071831 ,0
3336023460192 ,3
3336023460260 ,0
3336023460505 ,0
3336023521138 ,0
3336023521152 ,21
3336023521169 ,50
3336023521237 ,22
3336023521312 ,3
3336023521329 ,14
3336023521336 ,5
3336023521374 ,0
3336024001561 ,0
3336024234204 ,0
3336024707012 ,0
3336024707104 ,0
3336024707111 ,1
3336024707203 ,0
3336024811238 ,17
3336024827000 ,0
3336024827062 ,0
3336024827116 ,0
3336024827208 ,1
3336024827253 ,-1
3336024827284 ,0
3336024827376 ,0
3336025040651 ,0
3336025040675 ,1
3336025100102 ,2
3336025100119 ,0
3336025100126 ,3
3336025100256 ,1
3336025100263 ,5
3336025100270 ,4
3336025100409 ,0
3336025101703 ,2
3336025101819 ,0
3336025461319 ,0
3336025461418 ,0
3336026040902 ,1
3336026101818 ,5
3336026702602 ,3
3336026702619 ,3
3336026702756 ,1
3336026702763 ,0
3336026702770 ,2
3336027101701 ,5
3336027101817 ,4
3336028234460 ,1
3336029056221 ,1
3336029056238 ,0
3336029234483 ,1
3336029461414 ,2
3336029961310 ,4
3336029961358 ,0
3336029991317 ,0
3507614811109 ,0
3507614811116 ,1
3507614811208 ,0
350ML,11
35368002106 ,2
35368002151 ,3
35368002212 ,1
35368002540 ,1
35368003042 ,4
35368003097 ,3
35368003608 ,1
35368202155 ,0
35368202216 ,2
35368203046 ,1
35585447025 ,4
3661726000360 ,0
4 ,94
400001 ,2
400016 ,0
4000498023808 ,0
4002064201337 ,0
4002064201368 ,0
4002064201405 ,0
4002064201580 ,0
4002064205045 ,9
4002064205052 ,-4
4002064205069 ,1
4002064205106 ,0
4002064205113 ,1
4002064205144 ,0
4002064205151 ,0
4002064205168 ,1
4002064400167 ,0
4002064400174 ,0
4002064400259 ,0
4002064400686 ,14
4002064400693 ,7
4002064400709 ,18
4002064400716 ,67
4002064400723 ,55
4002064400730 ,12
4002064400747 ,47
4002064401065 ,0
4002064401362 ,37
4002064401393 ,58
4002064401423 ,0
4002064401874 ,0
4002064401881 ,27
4002064402109 ,5
4002064406091 ,20
4002064406268 ,0
4002064406282 ,58
4002064406756 ,46
4002064406763 ,37
4002064406787 ,11
4002064407005 ,4
4002064407364 ,4
4002064407517 ,-21
4002064408064 ,16
4002064408804 ,0
4002064409139 ,18
4002064409146 ,17
4002064409436 ,16
4002064412887 ,2
4002064412900 ,19
4002064412917 ,0
4002064412948 ,397
4002064412962 ,4
4002064412979 ,3
4002064413082 ,0
4002064413099 ,136
4002064413105 ,101
4002064413112 ,7
4002064413129 ,587
4002064413143 ,101
4002064413150 ,147
4002064413242 ,0
4002064413266 ,393
4002064413273 ,518
4002064414157 ,35
4002064414164 ,17
4002064414171 ,32
4002064414508 ,0
4002064414515 ,-9
4002064414584 ,0
4002064414591 ,0
4002064417080 ,17
4002064417127 ,9
4002064417233 ,0
4002064417240 ,30
4002064417370 ,15
4002064417462 ,7
4002064417646 ,11
4002064418261 ,0
4002064418285 ,4
4002064418391 ,9
4002064418407 ,37
4002064418421 ,0
4002064418551 ,0
4002064418575 ,38
4002064418612 ,0
4002064418629 ,6
4002064418643 ,35
4002064418650 ,34
4002064418667 ,94
4002064418674 ,13
4002064418711 ,14
4002064418735 ,1
4002064418865 ,42
4002064418872 ,65
4002064420387 ,74
4002064420394 ,6
4002064420400 ,16
4002064420448 ,1
4002064420523 ,0
4002064420530 ,0
4002064420615 ,5
4002064421025 ,-10
4002064421032 ,24
4002064421124 ,32
4002064421223 ,18
4002064430003 ,7
4002064430010 ,37
4002064430027 ,3
4002064430058 ,0
4002064430065 ,0
4002064500126 ,6
4002064500188 ,18
4002064501284 ,2
4002064501307 ,6
4002064501345 ,8
4002064504728 ,0
4002064504735 ,0
4002064504742 ,0
4002064504766 ,0
4002064504773 ,0
4002064504780 ,0
4002064504810 ,14
4002064504827 ,23
4002064504841 ,50
4002064504858 ,44
4002064504865 ,0
4002064505305 ,9
4002064506074 ,29
4002064512242 ,8
4002064512259 ,4
4002064512266 ,0
4002064512280 ,0
4002064512297 ,0
4002064512303 ,4
4002064512310 ,1
4002064512327 ,12
4002064513003 ,61
4002064513041 ,-8
4002064513065 ,6
4002064514468 ,-1
4002064514482 ,0
4002064514604 ,0
4002064514611 ,0
4002064514628 ,14
4002064514635 ,-14
4002064514734 ,14
4002064514741 ,14
4002064514802 ,16
4002064514819 ,12
4002064514826 ,11
4002064514833 ,4
4002064514840 ,3
4002064514857 ,8
4002064514864 ,0
4002064514871 ,15
4002064514888 ,12
4002064514895 ,6
4002064514901 ,22
4002064541730 ,0
4002064541747 ,0
4002064541754 ,0
4002064541761 ,0
4002064541792 ,2
4002064605111 ,21
4002064605128 ,32
4002064617107 ,0
4002064617114 ,2
4002064617121 ,-2
4002064617138 ,9
4002064617220 ,1
4002064617251 ,65
4002064618005 ,-5
4002064618012 ,28
4002064618050 ,7
4002064618074 ,18
4002064618081 ,2
4002064618098 ,4
4002064618104 ,-3
4002064618128 ,0
4008239103765 ,0
4008239106018 ,34
4008239106025 ,0
4008239106063 ,0
4008239106100 ,0
4008239111296 ,23
4008239120038 ,102
4008239120120 ,57
4008239120137 ,27
4008239121493 ,88
4008239130167 ,1
4008239133694 ,12
4008239140296 ,39
4008239140319 ,0
4008239140517 ,0
4008239150264 ,23
4008239155559 ,11
4008239158871 ,1
4008239159021 ,1
4008239159045 ,3
4008239159922 ,-12
4008239159946 ,0
4008239160799 ,0
4008239160966 ,5
4008239169914 ,44
4008239201416 ,1
4008239209917 ,0
4008239210036 ,64
4008239210470 ,182
4008239211804 ,85
4008239211941 ,31
4008239211965 ,7
4008239211989 ,35
4008239212245 ,-45
4008239212313 ,19
4008239212375 ,6
4008239212382 ,-16
4008239212436 ,28
4008239212450 ,48
4008239212542 ,112
4008239212573 ,0
4008239212634 ,12
4008239212641 ,-54
4008239212788 ,-39
4008239212887 ,46
4008239212894 ,52
4008239212900 ,31
4008239212924 ,21
4008239212948 ,47
4008239212962 ,38
4008239214270 ,51
4008239216403 ,16
4008239216410 ,31
4008239216434 ,10
4008239220523 ,0
4008239221193 ,-1
4008239242617 ,0
4008239250155 ,0
4008239250438 ,0
4008239250735 ,0
4008239251947 ,0
4008239252234 ,0
4008239286468 ,12
4008239286567 ,14
4008239288417 ,1
4008239288448 ,4
4008239288455 ,2
4008239288462 ,1
4008239290915 ,0
4008239307743 ,0
4008239307835 ,0
4008239309587 ,11
4008239310217 ,26
4008239310330 ,4
4008239310514 ,67
4008239313782 ,13
4008239313799 ,4
4008239313843 ,11
4008239313850 ,14
4008239343567 ,0
4008239343574 ,0
4008239346346 ,0
4008239366641 ,0
4008239398833 ,17
4008239399564 ,1
4012496000125 ,14
4012496000859 ,4
4012496000927 ,3
4012496008336 ,22
4012496008350 ,6
4012496010681 ,2
4012496010698 ,2
4012496220011 ,8
4012496220035 ,4
4012496220103 ,6
4012496220172 ,2
4012496220202 ,14
4012496220233 ,2
4012496220240 ,5
4012496220318 ,1
4012496220349 ,10
4016598460672 ,12
4016598465639 ,6
4016598608661 ,5
4016598649671 ,3
4016598681701 ,0
4016598870501 ,3
4016598885604 ,0
40227070 ,43
40228070 ,13
4022853067036 ,1
4022853067234 ,0
4022853067296 ,0
4022853067340 ,1
4022853069269 ,1
4022853069481 ,4
4022853072658 ,1
4022853075017 ,1
4022853076366 ,1
4022853076373 ,4
4022853076434 ,2
4022853076441 ,5
4022853076533 ,3
4022853076595 ,3
4022853076618 ,5
4022853076700 ,1
4022853076755 ,2
4022853076779 ,2
4022853077691 ,1
4022853077905 ,1
4022853079534 ,2
4022853080851 ,5
4022853087355 ,3
4022853087386 ,4
4022853093547 ,2
4022853093844 ,1
4022853093929 ,1
4022853104298 ,1
4022853104304 ,0
4022853104847 ,1
4022853104878 ,1
4022853104885 ,2
4022853114020 ,0
4022853114044 ,0
4022853119858 ,1
4022853124678 ,0
4022853130235 ,0
4022853133144 ,0
4022853152411 ,3
4022853152633 ,1
4022853157270 ,1
4022853157638 ,2
4022853157645 ,2
4022853157652 ,5
4022853157669 ,1
4022853157676 ,1
4022853159540 ,4
4022853164186 ,2
4022853164193 ,3
4022853165213 ,3
4022853170354 ,9
4022853170798 ,7
4022853174819 ,10
4022853175830 ,11
4022853176097 ,1
4022853176479 ,0
4022853176509 ,0
4022853176660 ,0
4022853176745 ,6
4022853176776 ,6
4022853176806 ,7
4022853176882 ,4
4022853178879 ,2
4022853183255 ,1
4022853183262 ,1
4022853183859 ,1
4022853183866 ,3
4022853183897 ,0
4022853183927 ,4
4022853183941 ,0
4022853183972 ,2
4022853184009 ,2
4022853184016 ,0
4022853184269 ,9
4022853184276 ,10
4022853184283 ,6
4022853184306 ,1
4022853184351 ,2
4022853191861 ,1
4022853194299 ,8
4022853194374 ,2
4022853194381 ,2
4022853194398 ,1
4022853194411 ,4
4022853194459 ,1
4022853194640 ,3
4022853194664 ,5
4022853194954 ,3
40229070 ,7
40230070 ,21
41 ,27
4168638060813 ,10
4168638060820 ,0
4168638060844 ,3
4168638998499 ,0
4168920040301 ,2
4168920040318 ,3
4547410173796 ,0
4547410197020 ,0
4547410225754 ,0
4547410241587 ,0
4547410280821 ,0
4547410282160 ,0
4547410341300 ,0
4547410341317 ,0
4547410349450 ,10
4547410349467 ,6
4547410349474 ,1
4547410349481 ,7
4547410349498 ,9
4547410354843 ,0
464 ,2
4771317243454 ,0
4771317243546 ,0
4771317250032 ,0
486 ,4
4897030550102 ,8
4897030550157 ,0
4897030550164 ,7
48970305502100 ,3
4897030550750 ,2
4897030551062 ,3
4897030551086 ,0
4897030551222 ,0
4897030552100 ,2
48970305521000 ,1
48970305521002 ,2
48970305521500 ,1
4897030552200 ,1
4897030552816 ,4
4897030552946 ,0
4897030552953 ,0
4897030553134 ,1
4897030553141 ,0
489703055325 ,0
4897030553332 ,0
4897030553356 ,4
4897030553370 ,4
4897030553547 ,2
4897030553554 ,0
4897030553561 ,3
4897030553578 ,1
4897030553585 ,0
4897030553639 ,1
4897030553653 ,1
4897030553707 ,9
4897030553714 ,6
4897030553806 ,21
4897030553950 ,5
4897030554032 ,0
4897030554049 ,2
4897030554094 ,26
4897030554162 ,15
4897030554247 ,5
4897030554261 ,0
4897030554292 ,6
4897030554308 ,7
4897030554414 ,3
4897030554711 ,16
4897030554728 ,42
4897030554735 ,13
4897030554759 ,20
4897030554773 ,20
4897030554780 ,1
4897030554810 ,50
4897030555022 ,6
4897030555138 ,5
4897030555145 ,4
4897030555312 ,2
4897030555787 ,3
4897030555947 ,0
4897030555954 ,8
4897030556081 ,1
4897030556159 ,52
4897030556166 ,9
4897030556197 ,0
4897030556203 ,30
4897030556319 ,7
4897030556340 ,1
4897030556364 ,4
4897030556388 ,4
4897030556456 ,1
4897030556500 ,5
4897030556616 ,2
4897030556630 ,3
4897030556692 ,21
4897030556739 ,28
4897030557057 ,4
4897030557439 ,1
4897030557699 ,0
4897030557750 ,16
50000001446 ,2
500001 ,2
50000427543 ,0
50000427949 ,5
50000429448 ,0
50000570492 ,0
50000573622 ,12
50000574582 ,1
50000574988 ,0
50000582655 ,9
500008 ,-1
50000836123 ,42
500016 ,1
500033 ,0
500ML,0
5011569002720 ,2
5011569002782 ,2
5011569002829 ,3
5011569002867 ,2
5011569002874 ,3
5011569003765 ,4
5011569008463 ,2
5011569008524 ,2
5011569008548 ,3
5011569008579 ,12
5023556002330 ,2
5023556341323 ,48
5023556451008 ,2
5023556451015 ,2
5023556451022 ,0
5023556451060 ,0
5023556455204 ,0
5023556455235 ,3
5023556460567 ,0
5023556460840 ,4
5023556461205 ,4
5023556462004 ,10
5023556462011 ,5
5023556462103 ,9
5023556462110 ,9
5023556463278 ,8
5023861000311 ,32
5023861000335 ,32
5023861000403 ,36
5023861000700 ,79
5023861000793 ,38
5023861000809 ,19
5023861111505 ,76
5023861111512 ,10
5023861111628 ,22
5023861111901 ,40
5023861112311 ,9
5023861112335 ,53
5023861114704 ,10
5023861114728 ,18
5023861114766 ,15
5023861114926 ,19
5023861115268 ,13
5023861115282 ,15
5023861115305 ,0
5023861115589 ,20
5023861115862 ,39
5023861116265 ,40
5023861116418 ,40
5023861116432 ,10
5023861118221 ,0
5023861118238 ,1
5023861118474 ,116
5023861118498 ,38
5023861118511 ,97
5023861118535 ,77
5023861118559 ,20
5023861119310 ,1
5023861119327 ,1
5023861119341 ,-2
5023861119921 ,0
5023861119945 ,40
5023861119952 ,0
5023861119976 ,16
5023861120132 ,55
5023861120163 ,59
5023861121016 ,38
5023861121436 ,0
5023861121832 ,0
5023861121924 ,40
5023861122013 ,35
5023861122037 ,28
5023861122051 ,28
5023861122075 ,30
5028804003701 ,2
5028804008478 ,0
5028804008751 ,0
5028804008799 ,0
5028804101353 ,0
5028804101360 ,0
5028804101476 ,7
5028804101483 ,19
5034206044525 ,0
5034206044617 ,0
5060122491419 ,0
5060122491426 ,0
5060333439460 ,0
5168120050055 ,0
5168120405558 ,0
5168120512010 ,0
5168220513054 ,4
5168220621056 ,24
5168220820275 ,6
5168310420057 ,10
5168330401906 ,21
5212018000018 ,0
5212018000032 ,0
5212018000049 ,0
5212018000803 ,0
5400274256649 ,0
5400274256656 ,0
5400274256892 ,0
5400274256908 ,0
5400274258964 ,5
5400274260233 ,0
5400274261995 ,0
5400274262039 ,0
5400274262770 ,8
5400274270034 ,10
5400274287940 ,9
5400274292739 ,2
5400274294023 ,0
5400274294290 ,0
5400274302179 ,9
5400274302186 ,1
5400274302193 ,11
5400274311072 ,0
5400274314578 ,10
5400274314585 ,8
5400274314592 ,10
5400274314608 ,6
5400274314615 ,8
5400274314684 ,0
5400274363149 ,15
5400274363156 ,3
5400274363163 ,16
5400274363170 ,9
5400274363187 ,9
5400274363194 ,9
5400274529194 ,18
5400274531494 ,3
5400274531616 ,8
5400274544388 ,0
5400274680987 ,0
5400274717706 ,0
5400274717720 ,0
5400274717768 ,0
5400274722915 ,3
5400274730132 ,29
5400274738022 ,0
5400274750680 ,1
5400274753711 ,0
5400274811411 ,0
5400274816102 ,0
5400274822899 ,6
5400274837442 ,9
5400274892564 ,0
5400274897545 ,16
5400274925002 ,2
5400274948889 ,0
5400274948919 ,1
5400274954194 ,0
5400274954965 ,2
5400274954972 ,9
5400274954989 ,3
5400274958529 ,5
5400274959342 ,0
5400274972945 ,4
5400274984139 ,69
5400274984207 ,2
5400274984245 ,0
5400274984283 ,0
5400274984702 ,1
5400585002140 ,0
5400585002409 ,6
5400585003475 ,1
5400585004465 ,10
5400585004496 ,24
5400585004526 ,0
5400585004557 ,1
5400585004700 ,0
5400585004731 ,1
5400585004762 ,1
5400585004793 ,0
5400585004847 ,1
5400585004861 ,10
5400585005097 ,2
5400585005110 ,7
5400585005707 ,2
5400585005721 ,0
5400585005813 ,0
5400585005929 ,8
5400585006995 ,0
5400585007008 ,0
5400585007077 ,0
5400585007084 ,2
5400585008487 ,1
5400585008494 ,10
5400585009347 ,0
5400585009354 ,0
5400585010138 ,8
5400585010145 ,11
5400585010152 ,6
5400585010169 ,3
5400585010183 ,1
5400585010190 ,9
5400585010206 ,6
5400585010213 ,7
5400585010657 ,4
5400585010671 ,3
5400585010695 ,0
5400585011418 ,0
5400585012200 ,6
5400585012217 ,5
5400585012224 ,8
5400585012866 ,0
5400585012873 ,1
5400585012897 ,2
5400585012910 ,1
5400585013528 ,3
5400585013597 ,0
5400585028898 ,38
5400585029291 ,0
5400585032345 ,0
5400585033069 ,0
5400585034554 ,0
5400585034585 ,0
5400585036473 ,6
5400585036497 ,0
5400585036510 ,0
5400585043037 ,0
5400585043068 ,0
5400585043099 ,0
5400585043129 ,0
5400585045765 ,17
5400585045826 ,1
5400585046571 ,1
5400585046663 ,8
5400585049060 ,2
5400585049176 ,0
5400585049299 ,0
5400585049480 ,0
5400585050417 ,0
5400585050509 ,10
5400585050806 ,0
5400585051179 ,0
5400585053715 ,0
5400585054002 ,1
5400585054026 ,0
5400585054897 ,0
5400585056433 ,0
5400585056464 ,2
5400585056495 ,0
5400585056525 ,3
5400585056655 ,9
5400585056679 ,8
5400585056693 ,7
5400585056716 ,9
5400585057003 ,3
5400585058307 ,0
5400585060140 ,0
5400585060294 ,20
5400585063233 ,0
5400585063257 ,1
5400585063295 ,0
5400585063301 ,0
5400585063318 ,0
5400585065534 ,0
5400585065688 ,0
5400585065701 ,0
5400585065725 ,0
5400585065749 ,3
5400585065763 ,0
5400585066906 ,0
5400585066999 ,0
5400585067040 ,0
5400585068405 ,0
5400585068467 ,0
5400585068498 ,0
5400585068689 ,0
5400585068924 ,5
5400585073355 ,5
5400585073379 ,9
5400585073409 ,6
5400585073430 ,11
5400585073478 ,6
5400585073522 ,9
5400585073584 ,0
5400585073638 ,5
5400585082814 ,0
5400585083033 ,0
5400585083668 ,0
5400585083729 ,0
5400585083750 ,0
5400585084313 ,0
5400585086201 ,10
5400585094343 ,0
5400585094442 ,1
5400585094824 ,0
5400585095012 ,0
5400585095173 ,0
5400585095203 ,1
5400585095302 ,1
5400585095326 ,1
5400585095456 ,4
5400585095548 ,1
5400585095609 ,10
5400585096033 ,2
5400585096064 ,7
5400585096101 ,4
5400585096163 ,7
5400585098341 ,3
5400585098402 ,0
5400585100327 ,0
5400585100402 ,0
5400585100525 ,0
5400585100815 ,0
5400585101164 ,0
5400585102338 ,0
5400585103946 ,0
5400585105049 ,9
5400585106497 ,0
5400585106626 ,0
5400585106671 ,0
5400585106824 ,0
5400585106855 ,0
5400585106893 ,23
5400585107180 ,0
5400585107333 ,0
5400585107371 ,2
5400585107432 ,0
5400585107463 ,0
5400585109429 ,0
5400585111187 ,1
5400585111569 ,0
5400585111811 ,0
5400585112214 ,0
5400585112252 ,0
5400585112450 ,1
5400585112467 ,1
5400585112498 ,0
5400585112542 ,0
5400585112566 ,2
5400585112573 ,2
5400585112597 ,1
5400585112610 ,2
5400585112689 ,13
5400585112962 ,0
5400585113051 ,0
5400585113150 ,1
5400585113181 ,0
5400585113204 ,13
5400585117080 ,14
5400585117110 ,17
5400585117257 ,1
5400585117370 ,0
5400585117400 ,0
5411290103831 ,0
5411290104821 ,0
5411290106634 ,1
5411290106665 ,7
5411290106795 ,12
5411290106825 ,7
5411290106856 ,5
5411290137522 ,0
5411290150927 ,0
5411290162029 ,1
5411290162111 ,0
5411290162258 ,0
5411290170475 ,16
5411290174534 ,1
5411290203456 ,0
5411290203548 ,3
5411290215763 ,8
5411290238663 ,0
5411290265553 ,0
5411290277051 ,8
5411290278966 ,1
5411290283823 ,2
5411290287739 ,0
5411290289320 ,11
5411290293525 ,0
5411290313971 ,0
5411290314350 ,0
5411290326285 ,0
5412087001507 ,12
5412087004218 ,0
5412087008889 ,0
5412087031573 ,1
5413500002095 ,22
5414365026219 ,0
5414365075804 ,4
5415245047805 ,6
5415245054308 ,2
5415245055008 ,10
5415245055503 ,18
5415245060804 ,0
5415245129709 ,1
5415245134307 ,8
5415245135403 ,0
5415245149202 ,10
5415245149905 ,0
5415245150000 ,0
5415245151502 ,0
5415245151601 ,9
5415245152004 ,11
5415245152509 ,0
5415245152707 ,0
5415245152806 ,0
5415245152905 ,0
5415245396705 ,18
5415245397108 ,11
5415245438801 ,0
5415245442006 ,0
5607329045429 ,1
5607329078830 ,3
5607329078847 ,3
5723998440997 ,1
5906485672303 ,3
5ML,3
6 ,0
600001 ,38
600004 ,6
600014 ,7
600016 ,11
605 ,3
60ML,0
624 ,4
6287008500068 ,0
6287008500075 ,0
6287008500105 ,0
6287008500112 ,0
6287008500150 ,0
6287008500181 ,0
6287008500198 ,2
645095700628 ,0
645095700635 ,0
6500201700081 ,17
6500201700135 ,23
6500201700142 ,0
6500201700210 ,2
6500201700272 ,-1
6500201700326 ,-2
6500201700494 ,0
6500201710165 ,1
6500201726142 ,11
6500201726227 ,2
6500201751670 ,7
6500201760030 ,0
6500201767503 ,0
6500201767718 ,2
6500201777014 ,0
6500201790709 ,0
671875796871 ,1
671875796888 ,1
671875796918 ,0
67714001914 ,0
67714001945 ,0
67714102000 ,12
67714102017 ,312
67714102024 ,204
67714102031 ,422
67714102048 ,174
67714102062 ,82
67714102109 ,-1
67714102116 ,8
67714102147 ,27
67714982046 ,0
67714982053 ,0
67714982084 ,0
67714982138 ,4
67714982145 ,0
67714982152 ,0
67714982190 ,-1
67714982206 ,1
67714982213 ,0
67714982336 ,11
67714982343 ,0
67714982350 ,0
67714982411 ,0
67714982503 ,0
67714982534 ,1
67714982541 ,0
67714982565 ,0
67714982572 ,1
67714982633 ,0
67714982671 ,0
67714982718 ,0
67714982725 ,0
67714982732 ,0
67714982749 ,0
67714982756 ,0
67714982800 ,2
67714982848 ,1
67714982855 ,1
67714985924 ,0
67714985948 ,0
67714985955 ,0
685 ,0
686 ,11
687 ,1
6905425425886 ,0
6909328460814 ,0
6909328460838 ,0
6920840312085 ,0
6920840312382 ,5
6938104000753 ,36
6938104000784 ,0
6938104001118 ,6
6938104001170 ,38
6938104001187 ,0
6938104001286 ,20
6938104001699 ,0
6938104001705 ,7
6938104007547 ,10
6938104007868 ,5
6938104010974 ,10
6938104011001 ,0
6938104011230 ,92
6938104011971 ,10
6938104011988 ,10
6938104011995 ,0
6938104016716 ,0
6938104016747 ,3
6938104040445 ,17
6938104040452 ,25
6938104040469 ,42
6938104040476 ,27
6938104040544 ,1
6938104040575 ,4
6938104040582 ,1
6938104040605 ,2
6938104050604 ,0
6938104050789 ,0
6938104055715 ,0
6938104059584 ,5
6938104059720 ,3
6938104060085 ,3
6938939300066 ,1
